RA,FASE_NUM,TEMPO_PROGRAMA,DEFASAGEM_ANALISE,STATUS_DEFASAGEM_2024,IDA,IEG,IAA_MODELO,IPS,IPP,IPV,INDE_2024,PEDRA_2024,PROB_RISCO_2025,RANK_RISCO_2025,PERCENTIL_RISCO_2025,RANK_RISCO_FASE_2025,PERCENTIL_RISCO_FASE_2025,PRIORIDADE_2025,PERFIL_RADAR,RISCO_OCULTO,PONTO_CEGO,STATUS_MODELO
RA-925,0,1,-1,Com defasagem,4.75,7.005347594,8.002,7.51,7.1875,7.33,6.587019518800001,Ágata,0.8759375929721488,123,88.43,37,81.63,Alta,Crítico persistente,False,False,Elegível
RA-862,0,1,-2,Com defasagem,7.5,8.6136363635,9.002,7.51,7.1875,6.27,7.346677272700001,Ametista,0.874677228627549,124,88.33,38,81.12,Alta,Crítico persistente,False,False,Elegível
RA-390,3,2,0,Sem defasagem,4.166666666666667,6.080701754333333,7.5,8.755,6.5625,6.08,6.5472236842,Ágata,0.8745697478502131,125,88.24,31,85.78,Alta,Risco oculto,True,False,Elegível
RA-1355,0,0,-1,Com defasagem,7.0,6.5227272725,10.002,7.51,8.125,7.17,7.202245454500001,Ametista,0.8742352854951597,126,88.14,39,80.61,Alta,Crítico persistente,False,False,Elegível
RA-949,0,1,-1,Com defasagem,6.5,8.7857142855,9.002,7.51,6.25,6.495,7.1323428571,Ametista,0.8741860313837246,127,88.05,40,80.1,Alta,Crítico persistente,False,False,Elegível
RA-1049,1,1,-1,Com defasagem,4.5,8.03030303,9.502,7.51,7.65625,6.745,6.821885606,Ágata,0.8707673516988446,128,87.95,28,85.41,Alta,Crítico persistente,False,False,Elegível
RA-626,3,3,0,Sem defasagem,5.333333333333333,3.380451127666667,9.585,6.885,7.291666667,6.443333333,6.407590225500001,Ágata,0.8705250083264661,129,87.86,32,85.31,Alta,Risco oculto,True,False,Elegível
RA-1551,3,0,-2,Com defasagem,3.5,4.771043771,9.585,7.51,7.5,6.79,5.9717087542,Quartzo,0.8704108925129355,130,87.76,33,84.83,Alta,Crítico persistente,False,False,Elegível
RA-514,2,2,0,Sem defasagem,3.0,7.595238095,9.002,4.385,5.625,5.996666667,6.219580952400001,Ágata,0.868804935974496,131,87.67,28,85.41,Alta,Risco oculto,True,False,Elegível
RA-656,3,3,0,Sem defasagem,4.166666666666667,5.978431372666667,9.168,7.51,7.5,6.106666667,6.668152941266667,Ágata,0.8686765498362423,132,87.57,34,84.36,Alta,Risco oculto,True,False,Elegível
RA-1540,3,0,-1,Com defasagem,2.6666666666666665,5.0,8.334,7.51,7.125,6.83,5.696233333333334,Quartzo,0.8683082375135023,133,87.48,35,83.89,Alta,Crítico persistente,False,False,Elegível
RA-1371,0,0,-1,Com defasagem,4.5,6.9782608695,7.502,7.51,6.875,7.5,6.4843521739,Ágata,0.8681922985202672,134,87.38,41,79.59,Alta,Crítico persistente,False,False,Elegível
RA-924,0,1,-1,Com defasagem,7.0,4.598930481,7.002,7.51,7.1875,7.415,6.4727360962,Ágata,0.8677722004579758,135,87.29,42,79.08,Alta,Crítico persistente,False,False,Elegível
RA-981,0,1,-1,Com defasagem,6.0,7.010869565,9.002,6.26,6.25,6.99,6.6513739130000005,Ágata,0.8677595547954702,136,87.19,43,78.57,Alta,Crítico persistente,False,False,Elegível
RA-1442,1,0,-2,Com defasagem,7.25,8.674948240500001,8.002,7.51,7.5,5.745,7.135189648100001,Ametista,0.8671665093823148,137,87.1,29,84.86,Alta,Crítico persistente,False,False,Elegível
RA-584,3,3,0,Sem defasagem,4.333333333333333,5.636363636333333,8.751,8.755,7.34375,6.37,6.752914393933334,Ágata,0.8669495135412489,138,87.0,36,83.41,Alta,Risco oculto,True,False,Elegível
RA-381,3,3,-2,Com defasagem,3.6666666666666665,6.133333333333333,8.334,7.51,6.71875,6.1225,5.940775,Quartzo,0.8669196236605583,139,86.91,37,82.94,Alta,Crítico persistente,False,False,Elegível
RA-1070,1,1,-1,Com defasagem,2.25,9.3073593075,9.002,5.635,6.875,6.6225,6.287171861500001,Ágata,0.8668290556818131,140,86.81,30,84.32,Alta,Crítico persistente,False,False,Elegível
RA-1483,2,0,0,Sem defasagem,6.5,7.913043478500001,9.502,7.51,5.78125,5.7475,7.311433695700001,Ametista,0.8659886326891927,141,86.72,29,84.86,Alta,Risco oculto,True,True,Elegível
RA-821,2,2,0,Sem defasagem,4.25,5.9166666665,8.502,7.51,6.666666667,6.713333333,6.643866666600001,Ágata,0.8659665931769606,142,86.62,30,84.32,Alta,Risco oculto,True,False,Elegível
RA-1546,3,0,0,Sem defasagem,4.666666666666667,6.374643874666667,8.334,8.75,7.5,6.17,6.900662108266667,Ágata,0.8658435459250864,143,86.53,38,82.46,Alta,Risco oculto,True,False,Elegível
RA-1321,0,0,0,Sem defasagem,8.75,8.875,9.002,6.885,6.5625,5.915,7.95295,Ametista,0.8655382147794474,144,86.43,44,78.06,Alta,Risco oculto,True,True,Elegível
RA-1318,0,0,-1,Com defasagem,5.0,7.6871657755,8.502,7.51,7.1875,7.33,6.823383155100001,Ágata,0.8645335030932539,145,86.34,45,77.55,Alta,Crítico persistente,False,False,Elegível
RA-1100,3,1,1,Sem defasagem,4.666666666666667,7.1000000000000005,7.5,7.51,6.71875,5.6175,6.649708333333334,Ágata,0.8634792104363963,146,86.24,39,81.99,Alta,Risco oculto,True,False,Elegível
RA-1435,1,0,0,Sem defasagem,7.5,7.833333333500001,9.502,7.51,7.1875,6.165,7.7196166667,Ametista,0.8618854819422284,147,86.15,31,83.78,Alta,Risco oculto,True,True,Elegível
RA-549,2,3,-1,Com defasagem,5.75,7.204968943999999,10.002,6.255,6.40625,5.9125,6.5398187888,Ágata,0.8602951115696325,148,86.05,31,83.78,Alta,Crítico persistente,False,False,Elegível
RA-1106,3,1,0,Sem defasagem,0.0,5.4312354313333335,8.334,7.51,7.65625,7.5,5.936272086266667,Quartzo,0.8588603808304226,149,85.96,40,81.52,Alta,Risco oculto,True,False,Elegível
RA-1521,3,0,-1,Com defasagem,3.1666666666666665,6.157902555,7.5,2.51,6.09375,5.4525,5.065788844333333,Quartzo,0.8585999338843693,150,85.86,41,81.04,Alta,Crítico persistente,False,False,Elegível
RA-1170,3,1,-2,Com defasagem,3.5,5.565079365,9.168,8.13,7.03125,6.7475,6.095440873,Ágata,0.8583581173830217,151,85.77,42,80.57,Alta,Crítico persistente,False,False,Elegível
RA-542,3,3,0,Sem defasagem,3.9333333333333336,6.481366459666667,8.751,8.13,7.03125,6.232,6.7205649586,Ágata,0.858267000989323,152,85.67,43,80.09,Alta,Risco oculto,True,False,Elegível
RA-1323,0,0,-1,Com defasagem,7.0,9.0833333335,10.002,7.51,6.875,6.66,7.487366666700001,Ametista,0.8577809128251692,153,85.58,46,77.04,Alta,Crítico persistente,False,False,Elegível
RA-1347,0,0,-1,Com defasagem,5.0,8.7857142855,8.502,2.51,5.625,6.165,6.153842857100001,Ágata,0.8573890719362527,154,85.48,47,76.53,Alta,Crítico persistente,False,False,Elegível
RA-1488,2,0,0,Sem defasagem,3.5,7.111801242,8.002,7.51,7.5,6.716666667,6.7668935818000016,Ágata,0.8573566898037367,155,85.39,32,83.24,Alta,Risco oculto,True,False,Elegível
RA-699,1,2,-1,Com defasagem,6.5,7.727272727000001,6.334,6.26,6.5625,5.833333333,6.427771212000001,Ágata,0.8567126289598149,156,85.29,32,83.24,Alta,Crítico persistente,False,False,Elegível
RA-1298,0,0,0,Sem defasagem,6.75,6.643356643500001,9.502,7.51,7.1875,7.393333333,7.577287995300001,Ametista,0.8556762530082459,157,85.2,48,76.02,Alta,Risco oculto,True,True,Elegível
RA-458,3,3,-1,Com defasagem,4.0,3.739682539666666,8.751,6.88,7.03125,6.83,5.680161507933333,Quartzo,0.8529497135833952,158,85.1,44,79.62,Alta,Crítico persistente,False,False,Elegível
RA-538,3,2,-1,Com defasagem,6.166666666666667,7.668803418666666,8.751,7.51,5.625,5.292,6.514094017066666,Ágata,0.852860653419631,159,85.01,45,79.15,Alta,Crítico persistente,False,False,Elegível
RA-1082,2,1,-1,Com defasagem,3.75,7.5714285715,7.502,10.0,7.083333333,6.943333333,6.6114857142,Ágata,0.8527617849154249,160,84.91,33,82.7,Alta,Crítico persistente,False,False,Elegível
RA-402,4,3,0,Sem defasagem,4.166666666666667,3.074074074,7.5,6.26,6.354166667,6.1175,5.683064814833333,Quartzo,0.8519806767821881,161,84.82,3,98.26,Muito alta,Risco oculto,True,False,Elegível
RA-1299,0,0,-2,Com defasagem,6.5,7.638888889,8.502,7.51,7.1875,7.11,7.069727777800001,Ametista,0.8515680865061276,162,84.72,49,75.51,Alta,Crítico persistente,False,False,Elegível
RA-1326,0,0,0,Sem defasagem,4.5,9.2916666665,9.002,7.51,7.8125,7.245,7.6397833333,Ametista,0.8503556134355394,163,84.63,50,75.0,Alta,Risco oculto,True,True,Elegível
RA-820,2,2,0,Sem defasagem,6.25,6.573529412,10.002,7.51,8.333333333,6.386666667,7.426572549100001,Ametista,0.848798038159979,164,84.54,34,82.16,Alta,Risco oculto,True,True,Elegível
RA-1594,4,0,-2,Com defasagem,3.0,6.112836439,9.585,6.26,6.25,5.996,5.731267287800001,Quartzo,0.847298896616,165,84.44,4,97.39,Muito alta,Crítico persistente,False,False,Elegível
RA-725,0,2,-1,Com defasagem,7.25,7.6710526315,7.502,7.51,7.5,6.773333333,7.0900771929,Ametista,0.845018291216475,166,84.35,51,74.49,Alta,Crítico persistente,False,False,Elegível
RA-1289,0,0,-1,Com defasagem,7.75,9.4444444445,7.002,7.51,5.9375,6.166666667,7.2171722223,Ametista,0.8447884145294805,167,84.25,52,73.98,Alta,Crítico persistente,False,False,Elegível
RA-631,3,2,0,Sem defasagem,4.166666666666667,7.212200435666666,8.334,8.75,5.625,6.245,6.795673420466667,Ágata,0.8444686183514608,168,84.16,46,78.67,Alta,Risco oculto,True,False,Elegível
RA-340,3,3,0,Sem defasagem,5.166666666666667,6.585769980666666,7.917,7.51,6.5625,5.83,6.715437329466668,Ágata,0.8443918781894745,169,84.06,47,78.2,Alta,Risco oculto,True,False,Elegível
RA-1494,2,0,0,Sem defasagem,4.25,6.7794117645,0.0,7.51,7.5,5.84,5.8748823529,Quartzo,0.8440935718844609,170,83.97,35,81.62,Alta,Risco oculto,True,False,Elegível
RA-756,0,2,-2,Com defasagem,5.5,8.75,10.002,7.51,8.125,7.24,7.361700000000001,Ametista,0.8437155210144994,171,83.87,53,73.47,Alta,Crítico persistente,False,False,Elegível
RA-1444,1,0,-1,Com defasagem,6.0,5.277777778,8.502,7.51,7.708333333,7.415,6.610588888900001,Ágata,0.8430675462325211,172,83.78,33,82.7,Alta,Crítico persistente,False,False,Elegível
RA-1329,0,0,0,Sem defasagem,6.5,10.0,9.502,7.51,6.5625,6.66,7.98945,Ametista,0.8425952368145091,173,83.68,54,72.96,Alta,Risco oculto,True,True,Elegível
RA-1341,0,0,-1,Com defasagem,10.0,9.246031746,10.002,7.51,5.625,6.0,7.862906349200001,Ametista,0.8425010719218881,174,83.59,55,72.45,Alta,Crítico persistente,False,False,Elegível
RA-1377,0,0,0,Sem defasagem,5.5,10.0,9.002,8.13,6.875,6.99,7.8987,Ametista,0.8422460215209782,175,83.49,56,71.94,Alta,Risco oculto,True,True,Elegível
RA-719,1,3,-1,Com defasagem,6.5,7.3484848485,10.002,7.51,7.5,6.7425,7.1193969697,Ametista,0.8419485305901466,176,83.4,34,82.16,Alta,Crítico persistente,False,False,Elegível
RA-989,1,1,0,Sem defasagem,6.0,7.857142856999999,9.502,6.26,7.1875,6.54,7.3743785714,Ametista,0.8407622432745723,177,83.3,35,81.62,Alta,Risco oculto,True,True,Elegível
RA-1497,2,0,0,Sem defasagem,2.0,5.0227272725,0.0,7.51,6.875,6.996666667,5.2423787879,Quartzo,0.8396072241892043,178,83.21,36,81.08,Alta,Risco oculto,True,False,Elegível
RA-1073,3,2,0,Sem defasagem,6.5,6.370972886666667,9.168,7.5,6.875,5.7875,7.0859945773333335,Ametista,0.8390376084414574,179,83.11,48,77.73,Alta,Risco oculto,True,True,Elegível
RA-1098,3,1,0,Sem defasagem,3.5,5.822406257,8.751,7.51,7.34375,6.7475,6.5744562514,Ágata,0.8387572136745229,180,83.02,49,77.25,Alta,Risco oculto,True,False,Elegível
RA-1477,2,0,0,Sem defasagem,5.0,8.010869565,8.002,7.51,6.40625,6.2875,7.0514989130000005,Ametista,0.8385579273782199,181,82.92,37,80.54,Alta,Risco oculto,True,True,Elegível
RA-1505,2,0,-1,Com defasagem,3.75,7.5252525255,9.502,7.51,8.75,6.943333333,6.7199171717,Ágata,0.8379033482510703,182,82.83,38,80.0,Alta,Crítico persistente,False,False,Elegível
RA-1356,0,0,0,Sem defasagem,5.5,9.4444444445,9.002,7.51,8.125,7.085,7.8695888889,Ametista,0.8376899378283311,183,82.73,57,71.43,Alta,Risco oculto,True,True,Elegível
RA-1331,0,0,0,Sem defasagem,7.25,7.291666666499999,9.002,7.51,8.4375,7.245,7.8522833333,Ametista,0.8366711827137424,184,82.64,58,70.92,Alta,Risco oculto,True,True,Elegível
RA-1354,0,0,-1,Com defasagem,6.0,8.3636363635,9.502,7.51,8.125,7.335,7.353427272700001,Ametista,0.8363018670556362,185,82.54,59,70.41,Alta,Crítico persistente,False,False,Elegível
RA-496,3,3,0,Sem defasagem,5.666666666666667,5.315995871999999,10.002,6.255,6.71875,6.1625,6.726607507733334,Ágata,0.8361620122329135,186,82.45,50,76.78,Alta,Risco oculto,True,False,Elegível
RA-474,3,3,-1,Com defasagem,3.0,5.818518518666667,9.168,7.51,7.1875,6.8725,6.024753703733333,Ágata,0.8360183731177178,187,82.35,51,76.3,Alta,Crítico persistente,False,False,Elegível
RA-1345,0,1,-1,Com defasagem,6.25,9.4590643275,8.502,7.51,6.25,6.83,7.2340128655,Ametista,0.8330390295401422,188,82.26,60,69.9,Alta,Crítico persistente,False,False,Elegível
RA-1515,2,0,-1,Com defasagem,3.5,6.6666666665,6.418,6.255,6.875,6.72,5.832133333300001,Quartzo,0.8324899154381734,189,82.16,39,79.46,Alta,Crítico persistente,False,False,Elegível
RA-1549,3,0,-2,Com defasagem,4.166666666666667,7.441394335666668,9.585,7.51,7.1875,6.325,6.514862200466668,Ágata,0.8320611082304391,190,82.07,52,75.83,Alta,Crítico persistente,False,False,Elegível
RA-773,0,2,-2,Com defasagem,5.0,8.75,10.002,2.51,7.5,6.575,6.566200000000001,Ágata,0.8310685193177989,191,81.97,61,69.39,Alta,Crítico persistente,False,False,Elegível
RA-1160,3,1,-1,Com defasagem,3.1666666666666665,8.201288245,8.751,7.51,6.25,6.2475,6.274190982333334,Ágata,0.8307059865161549,192,81.88,53,75.36,Alta,Crítico persistente,False,False,Elegível
RA-387,3,3,-1,Com defasagem,4.333333333333333,7.166666666666667,7.5,7.51,6.25,5.9975,6.125500000000001,Ágata,0.830531092530971,193,81.78,54,74.88,Alta,Crítico persistente,False,False,Elegível
RA-1129,3,1,0,Sem defasagem,6.833333333333333,7.137254902,9.168,8.13,6.875,5.745,7.360417647066668,Ametista,0.8300731147239018,194,81.69,55,74.41,Alta,Risco oculto,True,True,Elegível
RA-594,2,2,0,Sem defasagem,7.0,5.75,6.918,6.26,8.125,6.053333333,6.890966666600001,Ágata,0.8291780760485001,195,81.59,40,78.92,Alta,Risco oculto,True,False,Elegível
RA-1006,0,1,-1,Com defasagem,5.0,8.4444444445,8.502,7.51,7.5,7.5,7.040088888900001,Ametista,0.8289463405124237,196,81.5,62,68.88,Alta,Crítico persistente,False,False,Elegível
RA-1532,3,0,-1,Com defasagem,2.0,3.905723905333333,0.0,7.51,7.5,6.832,4.548544781066667,Quartzo,0.8287661121835583,197,81.4,56,73.93,Alta,Crítico persistente,False,False,Elegível
RA-972,0,1,-1,Com defasagem,6.75,8.3863636365,9.502,7.51,8.75,7.17,7.537472727300001,Ametista,0.8285715414061732,198,81.31,63,68.37,Alta,Crítico persistente,False,False,Elegível
RA-797,2,3,-1,Com defasagem,7.25,4.840909091,9.168,7.51,6.666666667,6.723333333,6.597315151500001,Ágata,0.8271202541610426,199,81.21,41,78.38,Alta,Crítico persistente,False,False,Elegível
RA-1362,0,0,0,Sem defasagem,8.5,6.875,10.002,5.635,6.875,6.915,7.709200000000001,Ametista,0.8257534204370477,200,81.12,64,67.86,Alta,Risco oculto,True,True,Elegível
RA-770,0,2,-1,Com defasagem,5.0,9.022556391,10.002,7.51,7.5,7.5,7.3057112782,Ametista,0.825749963955904,201,81.02,65,67.35,Alta,Crítico persistente,False,False,Elegível
RA-1357,0,0,-1,Com defasagem,6.75,7.5,8.002,7.51,8.125,7.335,7.1807,Ametista,0.824759084011208,202,80.93,66,66.84,Alta,Crítico persistente,False,False,Elegível
RA-806,1,2,-1,Com defasagem,6.75,6.9047619045,8.502,7.51,7.65625,6.875,6.972777380900001,Ágata,0.8239800325264206,203,80.83,36,81.08,Alta,Crítico persistente,False,False,Elegível
RA-286,5,2,-1,Com defasagem,3.1666666666666665,4.031862745000001,6.666,6.26,7.34375,5.7825,5.123180882333333,Quartzo,0.8232953756613198,204,80.74,1,100.0,Muito alta,Crítico persistente,False,False,Elegível
RA-712,2,3,-1,Com defasagem,6.75,5.983436853,7.502,5.625,6.5625,6.04,6.2236373706000006,Ágata,0.8215194518706567,205,80.65,42,77.84,Alta,Crítico persistente,False,False,Elegível
RA-454,4,3,-2,Com defasagem,3.6666666666666665,6.633138401666667,9.585,6.255,5.416666667,5.833333333,5.852294346966668,Quartzo,0.820843386763654,206,80.55,5,96.52,Muito alta,Crítico persistente,False,False,Elegível
RA-1099,3,1,0,Sem defasagem,3.8333333333333335,8.133333333333333,8.334,10.0,7.8125,6.6225,7.332483333333334,Ametista,0.820405953862093,207,80.46,57,73.46,Alta,Risco oculto,True,True,Elegível
RA-1087,3,1,0,Sem defasagem,2.6666666666666665,8.393265993333333,7.917,8.755,7.1875,6.58,6.913936532,Ágata,0.8200315349434925,208,80.36,58,72.99,Alta,Risco oculto,True,False,Elegível
RA-1372,0,0,0,Sem defasagem,4.75,10.0,9.502,8.13,7.5,7.5,7.9632,Ametista,0.8197809309408455,209,80.27,67,66.33,Alta,Risco oculto,True,True,Elegível
RA-760,3,3,0,Sem defasagem,5.0,7.090909091,9.168,7.51,6.25,6.158,6.942581818200001,Ágata,0.8192941318122461,210,80.17,59,72.51,Alta,Risco oculto,True,False,Elegível
RA-1141,3,1,0,Sem defasagem,4.166666666666667,6.191537667666666,9.585,7.51,6.5625,6.7825,6.793890866866667,Ágata,0.8187479373814676,211,80.08,60,72.04,Alta,Risco oculto,True,False,Elegível
RA-603,3,2,0,Sem defasagem,4.666666666666667,7.155555555666666,9.585,6.885,6.875,6.216666667,6.942277777866667,Ágata,0.8181208589686417,212,79.98,61,71.56,Alta,Risco oculto,True,False,Elegível
RA-1388,0,0,-1,Com defasagem,5.0,8.214285713999999,9.002,6.88,7.5,7.67,7.015057142799999,Ametista,0.8178486295059294,213,79.89,68,65.82,Alta,Crítico persistente,False,False,Elegível
RA-1319,0,0,-1,Com defasagem,8.5,5.7516339865,8.502,7.51,7.5,7.5,7.201526797300001,Ametista,0.8178346498870401,214,79.79,69,65.31,Alta,Crítico persistente,False,False,Elegível
RA-493,3,3,1,Sem defasagem,3.1666666666666665,8.933333333333334,10.002,10.0,7.03125,6.705,7.464325,Ametista,0.8177323915189034,215,79.7,62,71.09,Alta,Risco oculto,True,True,Elegível
RA-388,4,3,-1,Com defasagem,4.333333333333333,6.349206349,7.5,7.51,6.75,5.764,5.965307936466667,Quartzo,0.8176100672012496,216,79.6,6,95.65,Muito alta,Crítico persistente,False,False,Elegível
RA-1450,1,0,0,Sem defasagem,3.5,8.571428571,9.502,7.51,7.8125,7.5425,7.405235714200002,Ametista,0.8175053558628769,217,79.51,37,80.54,Alta,Risco oculto,True,True,Elegível
RA-262,4,3,-2,Com defasagem,4.166666666666667,4.854560643666667,7.917,7.51,7.0,6.296,5.806145462066667,Quartzo,0.8165511286300329,218,79.41,7,94.78,Muito alta,Crítico persistente,False,False,Elegível
RA-1416,1,0,-1,Com defasagem,7.75,8.2765151515,8.502,7.51,7.916666667,6.386666667,7.375503030400001,Ametista,0.8163287225544072,219,79.32,38,80.0,Alta,Crítico persistente,False,False,Elegível
RA-1542,3,0,-2,Com defasagem,3.1666666666666665,6.304873294333333,7.501,8.135,7.375,6.966,6.0886079922,Ágata,0.8159647961342722,220,79.22,63,70.62,Alta,Crítico persistente,False,False,Elegível
RA-1008,0,1,-1,Com defasagem,7.0,6.483957219,7.002,7.51,7.1875,7.5,6.8667414438000005,Ágata,0.8150632995318442,221,79.13,70,64.8,Alta,Crítico persistente,False,False,Elegível
RA-1374,0,0,-1,Com defasagem,5.25,9.347826087,9.502,7.51,7.5,7.5,7.3707652174,Ametista,0.8136607525744224,222,79.03,71,64.29,Alta,Crítico persistente,False,False,Elegível
RA-548,3,3,0,Sem defasagem,6.666666666666667,7.600427350666667,9.168,7.51,5.9375,5.626,7.240168803466668,Ametista,0.813643255234972,223,78.94,64,70.14,Alta,Risco oculto,True,True,Elegível
RA-709,1,2,-1,Com defasagem,6.0,7.994071146,7.418,7.51,6.875,6.773333333,6.833780895800001,Ágata,0.8110195155273366,224,78.84,39,79.46,Alta,Crítico persistente,False,False,Elegível
RA-115,5,3,-2,Com defasagem,4.166666666666667,4.164756812,7.917,6.26,6.75,5.726,5.404184695733334,Quartzo,0.8091889861008474,225,78.75,2,99.0,Muito alta,Crítico persistente,False,False,Elegível
RA-969,0,1,-1,Com defasagem,7.25,7.863636363499999,9.002,7.51,8.125,7.335,7.453427272700001,Ametista,0.8089511681360162,226,78.65,72,63.78,Alta,Crítico persistente,False,False,Elegível
RA-258,3,3,0,Sem defasagem,2.5,6.944444444333333,7.084,7.51,7.34375,6.732,6.429063888866667,Ágata,0.8089097344707903,227,78.56,65,69.67,Alta,Risco oculto,True,False,Elegível
RA-1043,1,1,-1,Com defasagem,8.25,7.994071146,10.002,7.51,7.291666667,6.553333333,7.539847562500002,Ametista,0.8076495432513405,228,78.46,40,78.92,Alta,Crítico persistente,False,False,Elegível
RA-408,3,2,0,Sem defasagem,4.833333333333333,4.981481481666667,7.5,7.51,7.083333333,6.776666667,6.5276296297,Ágata,0.8076296421892704,229,78.37,66,69.19,Alta,Risco oculto,True,False,Elegível
RA-434,3,2,0,Sem defasagem,5.5,5.061904762,7.084,7.51,7.291666667,6.55,6.610947619100001,Ágata,0.8053298653376302,230,78.27,67,68.72,Alta,Risco oculto,True,False,Elegível
RA-472,2,2,-1,Com defasagem,6.25,7.48447205,7.502,7.51,6.25,6.333333333,6.6397610766,Ágata,0.8032402491629055,231,78.18,43,77.3,Alta,Crítico persistente,False,False,Elegível
RA-1181,5,1,0,Sem defasagem,3.8333333333333335,5.036075036,9.168,6.26,7.125,5.862,6.2015816738666665,Ágata,0.8032097454009621,232,78.08,3,98.0,Muito alta,Risco oculto,True,False,Elegível
RA-1009,0,1,-1,Com defasagem,7.5,6.8863636365000005,8.002,2.51,6.5625,6.553333333,6.395389393900001,Ágata,0.8022887085301321,233,77.99,73,63.27,Alta,Crítico persistente,False,False,Elegível
RA-912,0,1,-2,Com defasagem,7.25,9.4736842105,9.002,7.51,8.125,6.943333333,7.697103508700001,Ametista,0.8020608497541668,234,77.89,74,62.76,Alta,Crítico persistente,False,False,Elegível
RA-547,3,3,0,Sem defasagem,6.833333333333333,7.030620028333334,8.751,8.135,5.625,5.932,7.210290672333333,Ametista,0.8019410016824787,235,77.8,68,68.25,Alta,Risco oculto,True,True,Elegível
RA-1292,0,0,-1,Com defasagem,8.25,4.7727272725,7.502,7.51,7.1875,7.893333333,6.9031621211,Ágata,0.801799365089441,236,77.7,75,62.24,Alta,Crítico persistente,False,False,Elegível
RA-1513,2,0,-1,Com defasagem,3.75,7.5252525255,8.502,7.51,7.5,7.223333333,6.5509171717,Ágata,0.8005292695137869,237,77.61,44,76.76,Alta,Crítico persistente,False,False,Elegível
RA-794,1,2,0,Sem defasagem,3.0,6.9047619045,9.502,7.51,8.125,8.255,7.145652380900001,Ametista,0.7985176543530822,238,77.51,41,78.38,Alta,Risco oculto,True,True,Elegível
RA-921,0,1,-1,Com defasagem,6.0,8.6631016045,8.502,7.51,7.5,7.5,7.2838203209,Ametista,0.7970349333574428,239,77.42,76,61.73,Alta,Crítico persistente,False,False,Elegível
RA-389,3,3,0,Sem defasagem,5.166666666666667,6.674358974333333,9.585,8.76,6.5625,6.745,7.2079551282,Ametista,0.7968065468526002,240,77.32,69,67.77,Alta,Risco oculto,True,True,Elegível
RA-991,1,1,-1,Com defasagem,6.5,8.181818182,9.002,6.26,7.5,6.723333333,7.057230303000001,Ametista,0.7966154569696958,241,77.23,42,77.84,Alta,Crítico persistente,False,False,Elegível
RA-871,1,1,0,Sem defasagem,7.25,9.328063241,8.502,4.38,5.3125,5.783333333,7.291729314799999,Ametista,0.7964243524192158,242,77.13,43,77.3,Alta,Risco oculto,True,True,Elegível
RA-977,0,1,-1,Com defasagem,7.0,7.291666666499999,10.002,6.26,6.875,7.58,7.188033333300001,Ametista,0.7954188950342936,243,77.04,77,61.22,Alta,Crítico persistente,False,False,Elegível
RA-1014,0,1,-1,Com defasagem,5.25,7.8863636365,8.502,2.51,6.875,7.0,6.315972727300001,Ágata,0.7947902716747549,244,76.94,78,60.71,Alta,Crítico persistente,False,False,Elegível
RA-1422,1,0,-1,Com defasagem,4.75,7.5,9.502,7.51,8.125,7.7475,7.0132,Ametista,0.7943371110583024,245,76.85,44,76.76,Alta,Crítico persistente,False,False,Elegível
